SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
go boom	1	3546395	230	US	2009			
feel my pain	1	3546395	335	US	2009			
crap	2	3372842	720	US	2000			
ass	1	3372842	661	US	2000			
cause	1	3546395	478	US	2009			
taking up each other's space	1	3546395	380	US	2009			
goddamn	1	3372842	1276	US	2000			
ancient	1	145382	1004	US	2000			
hell	1	3372842	1096	US	2000			
air to air feeling	1	3372842	1057	US	2000			
barbarians	1	4109374	199	US	2010			
off the market	2	145382	214	US	2000			
slept	1	145382	884	US	2000			
want to dance	1	4109374	3	US	2010			
couple	1	3279503	778	US	2008			
watch your mouth	1	3279503	138	US	2008			
spammed	2	3279503	541	US	2008			
connection	1	3279503	412	US	2008			
gonna	2	135737	1840	US	2000			
brick	2	135737	62	US	2000			
accomplice	1	3279503	704	US	2008			
gonna	1	135737	1693	US	2000			
big brother	2	135737	2107	US	2000			
cut	1	135737	1687	US	2000			
cut bait	3	135737	1260	US	2000			
duff	2	6185084	2095	US	2015			
struck a chord	2	6185084	2078	US	2015			
the hell's the matter	1	4218973	160	US	2011			
little shit	1	4218973	482	US	2011			
rock	2	6185084	1910	US	2015			
yo	1	4574956	218	US	2011			
jtro	1	4574956	881	US	2011			
tub	1	4218973	1038	US	2011			
busting up out of here	1	4574956	610	US	2011			
gonna	1	4218973	893	US	2011			
bros	3	4574956	362	US	2011			
bitches	1	4574956	36	US	2011			
sped through	1	4574956	376	US	2011			
give it a rest	2	186160	943	US	2004			
fuckir	1	4574956	490	US	2011			
hunks	1	186160	866	US	2004			
have yourself a cow	1	186160	1604	US	2004			
slash	1	4574956	1045	US	2011			
gonna	1	186160	603	US	2004			
kick	1	4574956	1309	US	2011			
fool	1	186160	178	US	2004			
enjoy the sunshine	1	186160	994	US	2004			
rock	1	186160	1270	US	2004			
kinda	2	4030209	877	UK	2003			
thy	1	3807079	941	UK	2005			
fuck	1	4030209	535	UK	2003			
weed	2	4030209	76	UK	2003			
fuckin	1	4030209	934	UK	2003			
yeah	1	3807079	337	UK	2005			
'em	2	4030209	1140	UK	2003	"a short or slang way of saying ""them"""	https://www.urbandictionary.com/define.php?term=%27em	them
er	1	4030209	896	UK	2003			
me hair	1	4030209	871	UK	2003			
bird	1	4030209	687	UK	2003			
fucking	1	4629499	1220	UK	2012			
fucking	2	4629499	45	UK	2012	implying a variety of negatives, e.g. vile, despicable, unpleasant, corrupt, dirty.	https://greensdictofslang.com/entry/x57x77i	bad
fuck it	1	4629499	1094	UK	2012			
fuck's sake	1	4629499	403	UK	2012			
fucking	1	4629499	502	UK	2012			
fucking	3	4629499	632	UK	2012			
clobbering	1	6910409	919	UK	2014			
ok	1	4629499	1356	UK	2012			
old ticker	1	7039857	821	UK	2016			
'cause	1	4629499	1293	UK	2012			
mutters	1	6910409	728	UK	2014			
'em	2	5151994	623	UK	2008	"a short or slang way of saying ""them"""	https://www.urbandictionary.com/define.php?term=%27em	them
fucking	1	5151994	491	UK	2008			
gonna	2	5151994	270	UK	2008			
fucker	1	5151994	666	UK	2008			
guns	1	5151994	122	UK	2008			
'cause	2	5151994	683	UK	2008			
gonna	1	5151994	263	UK	2008			
dunnit	2	5151994	453	UK	2008	"contraction of ""does'nt it"""	https://www.urbandictionary.com/define.php?term=dunnit	doesn't it
fucking	1	5151994	699	UK	2008			
fucking	3	4177060	512	UK	2009			
fucking	1	4177060	632	UK	2009			
shit	1	4398890	494	UK	2011			
fucking	1	4177060	262	UK	2009			
gonna	2	4398890	681	UK	2011			
fuck off	2	4398890	382	UK	2011	an offensive term to tell someone to go away	https://www.urbandictionary.com/define.php?term=fuck%20off	go away
ain't	1	4177060	661	UK	2009			
ok	1	4177060	687	UK	2009			
virgin martyr	1	5681039	1057	UK	2004			
fucking	3	4177060	350	UK	2009			
par um pa	1	5681039	1055	UK	2004			
fucking	2	4177060	844	UK	2009			
shifting	1	4204063	1808	UK	2009			
bro	1	6237485	933	UK	2014			
hookers	2	4204063	1209	UK	2009	a commonly used slang term for prostitute.	https://www.urbandictionary.com/define.php?term=hooker	prostitute
pop off	1	6237485	997	UK	2014			
love	1	4987950	431	UK	2011			
uh	1	6997754	703	UK	2012			
shite	1	4987950	1031	UK	2011			
boo hoo hoo	1	4987950	814	UK	2011			
poo	1	4204063	1602	UK	2009			
buddy's	2	4987950	983	UK	2011	a friend, an acquaintance.	https://greensdictofslang.com/entry/2zqvs2q	friend
cos	2	6997754	122	UK	2012			
fucking	2	4987950	408	UK	2011			
stoner	1	6997754	616	UK	2012			
fucking	2	6997754	144	UK	2012			
gonna	2	4987950	290	UK	2011			
bitch	1	4683078	942	UK	2012			
huh	2	5052284	899	UK	2002			
yeah	1	6010762	344	UK	2012			
rattler	3	5052284	863	UK	2002			
fuck	1	6010762	650	UK	2012			
uh	2	5052284	38	UK	2002			
ain't	2	6010762	1760	UK	2012			
gonna	2	4683078	61	UK	2012			
dunno	2	6010762	1031	UK	2012			
bloody	1	4683078	44	UK	2012			
kid	1	6010762	653	UK	2012			
fuckin'	2	6010762	1037	UK	2012			
cops	1	5052284	1390	UK	2002			
gonna	3	6010762	2237	UK	2012			
fucking	2	6010762	1666	UK	2012			
fucking	3	4471635	950	UK	2010			
fuck	2	4471635	895	UK	2010			
have took	1	6010762	1346	UK	2012			
'em	1	4471635	124	UK	2010			
ain't	2	3121411	395	UK	2006			
gonna	1	4471635	70	UK	2010			
fucking	2	3121411	301	UK	2006			
gonna	2	3121411	356	UK	2006			
naughty	1	4471635	1112	UK	2010			
chilling	1	3121411	64	UK	2006			
gotta	2	3121411	24	UK	2006			
fucking	2	3121411	328	UK	2006			
huh	1	4471635	507	UK	2010			
in the wars	1	4471635	589	UK	2010			
fuck	2	4471635	462	UK	2010			
underdogs	1	6782316	287	UK	2009			
quid	2	3121411	212	UK	2006	british pound		pounds
why the fuck	1	3121411	97	UK	2006			
christ's sake	1	5837569	718	UK	2002			
jolly good	1	5837569	355	UK	2002			
balls	2	5837569	1485	UK	2002	you're too scared		courage
eh	2	5837569	20	UK	2002	a question meaning 'isn't it'		is it not
cos	2	4136037	794	UK	2010			
grand	2	6782316	1394	UK	2009			
cos	1	4136037	1151	UK	2010			
passed away	1	5461631	203	UK	2003			
'em	2	4136037	479	UK	2010	them (those items)		them
cos	1	5461631	56	UK	2003			
fuckhead	1	4527521	275	UK	2012			
amigos	1	4527521	386	UK	2012			
gonna	2	5461631	979	UK	2003			
ok	1	5461631	726	UK	2003			
fucking	3	4527521	48	UK	2012			
baby	2	4527521	118	UK	2012			
i'm a pop	1	4527521	211	UK	2012			
shit	1	4527521	507	UK	2012			
gonna	2	4107485	1194	UK	2010			
lads	2	4107485	11	UK	2010			
slapper	3	6338678	380	UK	2008			
blood	1	3345059	181	UK	2008			
stupid like	1	3345059	1482	UK	2008			
blood	1	3345059	1595	UK	2008			
yeah	1	3345059	286	UK	2008			
gonna	1	3345059	628	UK	2008			
fucking	1	3345059	1358	UK	2008			
yeah	2	3345059	755	UK	2008	yes, affirmative		yes
blood	1	3345059	149	UK	2008			
wanna	2	3345059	978	UK	2008			
gonna	1	3345059	1703	UK	2008			
drama	1	3468388	729	US	2007			
ho	1	3468388	136	US	2007			
having	1	3468388	345	US	2007			
dirty	1	3468388	133	US	2007			
sick	1	5697912	979	US	2012			
cause	1	5697912	1385	US	2012			
kids	1	5697912	532	US	2012			
fuck	2	3468388	787	US	2007			
gotta	1	3468388	766	US	2007			
home	1	3468388	110	US	2007			
baby	1	5697912	1457	US	2012			
informal conversation to express  frustration	1	3468388	6	US	2007			
good looking	1	3468388	496	US	2007			
deal	1	5536320	1805	US	2014			
mexico	1	5697912	238	US	2012			
fucking	1	3468388	444	US	2007			
babe	1	5697912	1271	US	2012			
gonna	1	3468388	332	US	2007			
yo	1	5536320	480	US	2014			
shithole	1	5536320	1224	US	2014			
kid	1	5536320	116	US	2014			
it's all good	1	3468388	597	US	2007			
yo	2	3468388	93	US	2007			
fade away	1	5536320	1471	US	2014			
hell	1	5536320	805	US	2014			
carried	1	3877824	99	US	2009			
gonna	2	3877824	580	US	2009			
gonna	3	5697912	675	US	2012			
sure as shit	1	3877824	78	US	2009			
limb	1	5536320	1541	US	2014			
kid	1	5697912	274	US	2012			
covering up	1	3877824	572	US	2009			
smack	1	3877824	684	US	2009			
just like that	1	5891414	562	US	2014			
bring men home	1	241730	454	US	2005			
dead meat	2	3877824	405	US	2009			
jerk	2	3877824	394	US	2009			
sights	1	3877824	152	US	2009			
wanna be	1	241730	585	US	2005			
shrink	1	241730	1383	US	2005			
fuck	2	5891414	14	US	2014			
kill the headlights	1	5838045	203	US	2014			
gonna	1	5838045	169	US	2014			
cunt	3	241730	150	US	2005			
terminate	1	5891414	241	US	2014			
wrapped things up	2	5178727	66	US	2010			
dude	2	5838045	233	US	2014			
dawn	1	5178727	1401	US	2010			
swear	2	5838045	770	US	2014			
shit bad	2	5178727	1195	US	2010			
million	1	6249260	809	US	2014			
marks	1	6692456	412	US	2016			
amends	1	5178727	1085	US	2010			
zebra tango niner	1	5178727	86	US	2010			
wave goodbye	1	5178727	1219	US	2010			
impersonating	1	6249260	494	US	2014			
bargain hunter	2	5166024	1251	US	2013			
cue	2	6692456	488	US	2016			
mama's boy	2	5166024	1181	US	2013			
i'm not crazy	1	5653079	1012	US	2012			
lands	1	6692456	975	US	2016			
tnt	3	6692456	453	US	2016			
red	2	4728198	820	US	2001			
shelby	1	5653079	1504	US	2012			
chain letters	1	5653079	1279	US	2012			
sort this stuff	1	5653079	1383	US	2012			
buddy	2	5166024	1826	US	2013	a word insecure men use to quickly establish dominance	https://www.urbandictionary.com/define.php?term=buddy	friend
what the hell	1	4728198	343	US	2001			
see	1	5653079	835	US	2012			
porno	3	5450161	1331	US	2013	an extremely wholesome genre of films, that groups and families watch together on holidays such as christmas, etc	https://www.urbandictionary.com/define.php?term=Porno	film
sweetie	2	5450161	1009	US	2013	an adoring and cute mushy pet name to call your lover.	https://www.urbandictionary.com/define.php?term=sweetie	cute
girl	1	5450161	1112	US	2013			
catch him later	1	6406429	1351	US	2001			
fucking	1	5450161	1339	US	2013			
junkie	2	6406429	310	US	2001	drug users	https://www.urbandictionary.com/define.php?term=junkie	seller
sell that story	1	6406429	329	US	2001			
dug up	2	6406429	388	US	2001	physically appearing to be extremely sick or close to death for any reason, e.g., as though one's corpse was removed from the ground	https://www.urbandictionary.com/define.php?term=Dug%20up	remove
daddy	2	4728198	1595	US	2001	the father of a child	https://www.urbandictionary.com/define.php?term=Daddy	father
wasted	1	5450161	373	US	2013			
cause	1	5450161	1602	US	2013			
cum	1	5450161	277	US	2013			
totally	1	5450161	1704	US	2013			
dope	2	6406429	751	US	2001	saying something is cool. most heard in big cities. or, a drug. (ex. cocane/mary j/ dope)	https://www.urbandictionary.com/define.php?term=Dope	cool
gonna	2	5340423	2008	US	2013	the urban slang for 'going to	https://www.urbandictionary.com/define.php?term=gonna	going to
wanna	1	5450161	525	US	2013			
split	1	5450161	1820	US	2013			
like	1	5340423	843	US	2013			
buddy	3	6801883	1559	US	2014	a word insecure men use to quickly establish dominance	https://www.urbandictionary.com/define.php?term=buddy	friend
kid	1	6377252	909	US	2009			
keep pressure on it	1	6377252	861	US	2009			
shoot	1	6801883	1473	US	2014			
under control	1	6377252	205	US	2009			
fucking	1	5340423	1508	US	2013			
gonna	1	5340423	163	US	2013			
cover your nose	1	6377252	773	US	2009			
blood	1	6377252	491	US	2009			
break	1	6377252	726	US	2009			
comfort food	1	3562517	1777	US	2009			
throw	1	3562517	1121	US	2009			
paying	1	3562517	1619	US	2009			
buddy	2	6377252	117	US	2009	a word insecure men use to quickly establish dominance	https://www.urbandictionary.com/define.php?term=buddy	friend
fuckin	1	4953583	198	US	2013			
ole	2	4953583	843	US	2013			
just	1	4953583	1051	US	2013			
lady tears	1	3562517	1892	US	2009			
fucking	1	3546395	166	US	2009			
gonna	1	4953583	986	US	2013			
thats great	1	3546395	651	US	2009			
gonna	1	3546395	754	US	2009			
ride	1	3372842	710	US	2000			
drinks are on me	1	145382	87	US	2000			
come	1	4109374	1530	US	2010			
yankee	1	145382	247	US	2000			
credit	2	145382	220	US	2000			
kick	1	4109374	842	US	2010			
cause	1	145382	490	US	2000			
backdoor trojan	2	3279503	35	US	2008			
keep your badge on	1	3279503	913	US	2008			
kiddie shit	1	135737	973	US	2000			
gonna	1	135737	754	US	2000			
served a nickel	1	135737	720	US	2000			
gonna	1	135737	1814	US	2000			
town	2	6185084	1142	US	2015			
boost	1	135737	645	US	2000			
take it up	1	135737	2122	US	2000			
baby	1	4218973	452	US	2011			
moved out	1	4218973	959	US	2011			
vic	1	4218973	522	US	2011			
blood	1	4218973	760	US	2011			
uniboob	2	6185084	643	US	2015			
unwind a little	1	4218973	654	US	2011			
fucking	1	4574956	512	US	2011			
shit	1	4574956	303	US	2011			
bitch	1	4574956	188	US	2011			
poor bastard	1	4218973	343	US	2011			
fuck	2	4574956	60	US	2011			
feel your pain	1	4218973	242	US	2011			
ain't	1	4574956	1048	US	2011			
shit	1	4574956	602	US	2011			
pissed	2	4574956	1005	US	2011			
that shit	1	4574956	1091	US	2011			
flossin'	2	186160	644	US	2004			
shit	1	4574956	310	US	2011			
a'ight jtro	1	4574956	780	US	2011			
rip you a new	1	186160	633	US	2004			
cow	1	186160	1443	US	2004			
insane	1	4574956	591	US	2011			
raffle	1	186160	613	US	2004			
gats	2	4574956	840	US	2011			
winner	1	186160	893	US	2004			
fuck	2	4574956	894	US	2011			
where the fuck's	1	4574956	885	US	2011			
girly	1	186160	662	US	2004			
huh	1	3807079	147	UK	2005			
gonna	1	4030209	377	UK	2003			
brits	1	4030209	346	UK	2003			
bitch	2	3807079	1189	UK	2005	a female dog, but often used as an insult towards women		were horrible
scouse	1	4030209	1262	UK	2003			
gonna	2	4030209	590	UK	2003			
fucking	1	4629499	605	UK	2012			
daddy	1	6910409	585	UK	2014			
fucking	3	4629499	475	UK	2012			
fucking	2	4629499	1074	UK	2012			
hoggle	1	6910409	170	UK	2014			
mate	1	4629499	372	UK	2012			
fuck off	1	4629499	1065	UK	2012			
baby	1	7039857	1764	UK	2016			
fucking	1	4629499	874	UK	2012			
fucking	1	4629499	489	UK	2012			
buy into	1	6910409	420	UK	2014			
chicklit	1	7039857	295	UK	2016			
mano	1	6910409	880	UK	2014			
gonna	2	4629499	566	UK	2012			
ain't	1	5151994	273	UK	2008			
'cause	1	4398890	152	UK	2011			
fucking	2	5151994	716	UK	2008			
uhmm	1	5151994	508	UK	2008			
ya	1	5151994	627	UK	2008			
gonna	2	4398890	520	UK	2011			
fucking cunt	1	5151994	498	UK	2008			
slipped	1	5814259	1272	UK	2014			
wanna	2	5814259	1392	UK	2014			
fucking	1	4398890	45	UK	2011			
hitched	2	5151994	54	UK	2008			
fucking	1	4398890	68	UK	2011			
fucking	1	4398890	418	UK	2011			
fucking	2	5151994	275	UK	2008			
innit	2	4177060	288	UK	2009			
wanna	2	5814259	1371	UK	2014			
loaded	1	4177060	62	UK	2009			
fuck	1	4398890	461	UK	2011			
get rid	1	5681039	365	UK	2004			
gonna	2	4398890	77	UK	2011			
fuck	2	4398890	355	UK	2011			
donkey	1	5681039	1384	UK	2004			
gonna	2	4177060	621	UK	2009			
fella	2	4177060	623	UK	2009	your friends or people that you like. people you are often with and treat as close people to you.	https://www.urbandictionary.com/define.php?term=fellas	friend
fucked	3	4177060	349	UK	2009	literally sex, but in this context means messed with, interfered	https://greensdictofslang.com/entry/ogm7tza	interfered
fuckin'	1	4177060	594	UK	2009			
fucking	2	4177060	355	UK	2009			
blood	1	4177060	825	UK	2009			
mates	1	4177060	326	UK	2009			
fucking	3	4177060	836	UK	2009			
gay years	1	4204063	735	UK	2009			
yeah	1	6997754	580	UK	2012			
native	1	4987950	995	UK	2011			
fucking	2	4987950	648	UK	2011			
fucking	3	4987950	10	UK	2011			
fuck up	1	4987950	52	UK	2011			
fuck	3	4987950	153	UK	2011			
huh	2	4987950	284	UK	2011			
bastard	1	6997754	462	UK	2012			
gonna	2	6997754	312	UK	2012			
bailiwick	1	4864547	1186	UK	2012			
fucking	3	6997754	414	UK	2012			
capri	1	4864547	71	UK	2012			
wiped out	1	5052284	1166	UK	2002			
sucker	2	4864547	150	UK	2012			
man	1	4683078	306	UK	2012			
yeah	2	4683078	1214	UK	2012			
fooling	1	5052284	949	UK	2002			
foggiest	1	4864547	1476	UK	2012			
nick	2	4864547	92	UK	2012			
shit	2	5052284	647	UK	2002			
kid	2	6010762	155	UK	2012			
innit	2	4683078	1025	UK	2012			
fuckin	1	6010762	2137	UK	2012			
fuckin' piss	1	6010762	241	UK	2012			
fuck's	1	6010762	1266	UK	2012			
gonna	2	5052284	264	UK	2002			
innit	3	6010762	507	UK	2012			
fuck's	1	6010762	2236	UK	2012			
fuck	2	6010762	916	UK	2012			
fucking	3	6010762	350	UK	2012			
blotting	1	6010762	529	UK	2012			
fuck	2	4471635	1331	UK	2010			
innit	2	6010762	1908	UK	2012			
'em	2	4471635	370	UK	2010			
pal	1	6010762	2242	UK	2012			
bruv	1	4471635	4	UK	2010			
fucking	1	3121411	333	UK	2006			
fucking	2	3121411	15	UK	2006			
gonna	2	4471635	838	UK	2010			
fucking	2	3121411	218	UK	2006			
fucking	2	3121411	419	UK	2006			
fucking	1	4471635	255	UK	2010			
fuck'em	1	3121411	80	UK	2006			
fucking	1	3121411	681	UK	2006			
fucking	1	3121411	142	UK	2006			
gonna	1	3121411	420	UK	2006			
fucking	2	3121411	508	UK	2006			
fucking	2	3121411	146	UK	2006			
gonna	1	3121411	660	UK	2006			
fucking	1	3121411	129	UK	2006			
fuck	1	4471635	1245	UK	2010			
fucking	2	3121411	63	UK	2006			
fucking	1	4471635	724	UK	2010			
gonna	2	3121411	52	UK	2006			
mate	1	5837569	451	UK	2002			
fancied	1	5837569	258	UK	2002			
fucking	3	6782316	748	UK	2009			
fucking	1	6782316	1005	UK	2009			
wana	1	6782316	1271	UK	2009			
fucking	2	6782316	1357	UK	2009			
gonna	2	5837569	758	UK	2002			
buggers	1	6782316	571	UK	2009			
erm	1	4136037	915	UK	2010			
bloody	3	6782316	153	UK	2009			
fucking	3	4136037	293	UK	2010			
landed off	1	4136037	959	UK	2010			
gonna	2	4136037	473	UK	2010			
innit	2	4136037	779	UK	2010	isn't it	https://www.urbandictionary.com/define.php?term=innit	isn't it
erm	1	4136037	1126	UK	2010			
keeping an eye	1	5461631	907	UK	2003			
crap	1	4527521	595	UK	2012			
yeah	2	4527521	576	UK	2012	a spontaneous and vociferous articulation of exuberance shared in 'call and response' reciprocity during any appreciative interaction with a friend. occasional pitch inflection (lower or higher octave) used as a discretionary option to incite laughter.	https://www.urbandictionary.com/define.php?term=YEAH	okay
kid	1	4527521	955	UK	2012			
diamond	1	4527521	252	UK	2012			
bollocks	1	5461631	382	UK	2003			
cause	1	4527521	413	UK	2012			
fart	1	4107485	513	UK	2010			
confidence men	1	4107485	64	UK	2010			
rotter	2	4107485	81	UK	2010	a bad lot, a socially unacceptable person	https://greensdictofslang.com/entry/wntgbji	bad person
rid	1	5742017	8	UK	2010			
gonna	2	4107485	1230	UK	2010			
bitch	1	5742017	338	UK	2010			
toilets	1	5742017	19	UK	2010			
booze	2	6338678	66	UK	2008	alcohol, a drink	https://greensdictofslang.com/entry/isvmwfi	alcohol
cos	1	6338678	813	UK	2008			
innit	2	3345059	1238	UK	2008			
blood	1	3345059	733	UK	2008			
gonna	2	3345059	1673	UK	2008			
fuck	1	3345059	1322	UK	2008			
wanna	1	3345059	1543	UK	2008			
fucked	2	3345059	795	UK	2008			
fucking	2	3345059	946	UK	2008			
fucking	1	3345059	1707	UK	2008			
with his right hand	1	3468388	69	US	2007			
running	2	5697912	325	US	2012			
ain't	1	5697912	294	US	2012			
weed	1	3468388	23	US	2007			
shook	1	5536320	316	US	2014			
shit	1	3468388	525	US	2007			
gonna	1	5697912	132	US	2012			
shit	1	3468388	242	US	2007			
kick up some fuckin' dust	1	5536320	532	US	2014			
hit me up	2	3468388	672	US	2007			
camera	1	3468388	190	US	2007			
shit	2	3468388	542	US	2007			
damned	1	3468388	330	US	2007			
ass	2	5697912	288	US	2012			
ain't	1	3468388	186	US	2007			
okay	1	5697912	670	US	2012			
shit	2	5536320	489	US	2014			
hit the roof	2	5697912	833	US	2012			
that's what i'm talking about	1	3468388	202	US	2007			
none	1	3468388	540	US	2007			
beside	1	5697912	357	US	2012			
pissed	2	5536320	717	US	2014			
thread	1	5536320	1629	US	2014			
gonna	1	3877824	615	US	2009			
cause	1	5536320	1159	US	2014			
making love	1	5697912	1572	US	2012			
put humpty back together again	2	5536320	11	US	2014			
dang	1	3877824	397	US	2009			
shit	1	241730	754	US	2005			
stole	1	241730	397	US	2005			
shit	1	241730	284	US	2005			
boy	1	5891414	1004	US	2014			
base	1	241730	67	US	2005			
game	1	241730	22	US	2005			
fucked	1	3877824	337	US	2009			
dropping the building	1	5891414	797	US	2014			
give us a hand	1	5891414	20	US	2014			
gonna	1	241730	1184	US	2005			
place	2	241730	240	US	2005			
gonna	1	5891414	1063	US	2014			
teeth	1	5178727	362	US	2010			
crazy	1	5178727	690	US	2010			
monsieur	1	6249260	793	US	2014			
dick	1	5178727	247	US	2010			
close eye	1	6249260	909	US	2014			
kid	2	6249260	973	US	2014			
sticking out eyes	1	5178727	926	US	2010			
inheritance	1	6249260	845	US	2014			
babe	1	6692456	1434	US	2016			
don't need this right now	1	5166024	993	US	2013			
virgo	1	6249260	428	US	2014			
round the world	1	6692456	559	US	2016			
fucking	1	6692456	926	US	2016			
bitch	3	5166024	1541	US	2013			
goons	3	6692456	1115	US	2016			
up	1	5653079	93	US	2012			
in	1	5166024	124	US	2013			
six packs	1	5653079	1321	US	2012			
overload	1	5653079	923	US	2012			
veto power	1	5653079	849	US	2012			
goddamn	1	4728198	29	US	2001			
dirt	1	5653079	1653	US	2012			
letdown	1	5653079	1151	US	2012			
need to talk	1	4728198	700	US	2001			
open	1	5653079	1008	US	2012			
drama	1	6406429	1047	US	2001			
make a man of you	2	6406429	1400	US	2001			
kids	1	5450161	698	US	2013			
longer	1	5450161	1560	US	2013			
cum	3	5450161	576	US	2013			
dime	1	5450161	88	US	2013			
kicking it to	1	5450161	1944	US	2013			
shit	1	5450161	95	US	2013			
slut	2	5340423	2223	US	2013			
shit	1	5450161	1073	US	2013			
smashed	1	5450161	1502	US	2013			
good vibration	1	5450161	1783	US	2013			
gonna	1	5340423	301	US	2013			
what the fuck	1	5450161	1847	US	2013			
blackjack	1	5340423	969	US	2013			
stepped up	2	6377252	139	US	2009			
crock	1	5340423	2326	US	2013			
cat's out of the bag	2	6377252	662	US	2009			
take a leak	2	6377252	193	US	2009			
bullshit	1	6801883	761	US	2014			
like	1	5340423	713	US	2013			
decision	1	6801883	1448	US	2014			
haggle	2	6801883	1247	US	2014			
shit	2	6377252	38	US	2009			
sperm killer	1	6801883	405	US	2014			
strike a chord	3	6801883	1332	US	2014			
have my back	2	6377252	131	US	2009			
come down on	1	6801883	1360	US	2014			
pig	3	6377252	261	US	2009			
still	1	3562517	1959	US	2009			
against the world	1	3562517	1766	US	2009			
hat trick	2	3562517	812	US	2009			
shot	1	4953583	794	US	2013			
wooing	1	3562517	1356	US	2009			
short handed	2	4953583	792	US	2013			
squeeze	1	3562517	881	US	2009			
went after him	1	4953583	1163	US	2013			
it is veryuseful	1	3546395	204	US	2009			
temps	1	3546395	522	US	2009			
fuck	2	4953583	351	US	2013			
yahoos	2	3372842	1122	US	2000			
gotta	1	3372842	213	US	2000			
sweet pea	3	3546395	746	US	2009			
daddy	1	3372842	150	US	2000			
do	1	3546395	414	US	2009			
short	1	3372842	52	US	2000			
cookie	1	3546395	406	US	2009			
stripper	2	3546395	1035	US	2009			
gotta	2	3372842	1425	US	2000			
kids'	1	3372842	134	US	2000			
face	1	4109374	1027	US	2010			
breaks my heart	1	4109374	2401	US	2010			
kids	1	4109374	2239	US	2010			
goes	1	3279503	45	US	2008			
did	1	135737	1598	US	2000			
gonna	1	3279503	582	US	2008			
botnet	1	3279503	204	US	2008			
gonna	1	3279503	161	US	2008			
owned	1	3279503	956	US	2008			
hittin	1	135737	433	US	2000			
asshole	1	135737	1377	US	2000			
gonna	1	135737	1983	US	2000			
butthole	2	6185084	1438	US	2015			
monster	2	6185084	602	US	2015			
shit	2	135737	1306	US	2000			
made out	2	6185084	1435	US	2015			
syncromesh	1	135737	1656	US	2000			
gonna	1	135737	1579	US	2000			
play favorites	1	6185084	1356	US	2015			
inside	2	135737	164	US	2000			
cool it	2	6185084	573	US	2015			
gift	1	4218973	12	US	2011			
gal	1	6185084	105	US	2015			
fucking kidding	1	4218973	481	US	2011			
beeline	1	6185084	1401	US	2015			
made out	1	6185084	1053	US	2015			
feather in the cap	1	6185084	98	US	2015			
sucks	1	6185084	131	US	2015			
blumpie	3	4218973	4	US	2011			
s my d	2	4574956	107	US	2011			
yo	2	4574956	1066	US	2011			
shit	1	4574956	215	US	2011			
peace of mind	1	4218973	977	US	2011			
bail out	1	4574956	444	US	2011			
legit	1	4574956	504	US	2011			
chill	2	4574956	736	US	2011			
shit	1	4574956	402	US	2011			
second	1	4218973	700	US	2011			
bomb diggity	2	186160	1903	US	2004			
shit	1	4574956	845	US	2011			
face	1	4574956	508	US	2011			
motherfucker	2	4574956	1129	US	2011			
top of the ladder	1	186160	862	US	2004			
bitch	2	4574956	999	US	2011			
ya'll	1	4574956	94	US	2011			
peppy	1	186160	1307	US	2004			
l dubba	1	4574956	333	US	2011			
deluxe	1	4574956	30	US	2011			
nig	3	4574956	288	US	2011			
nationals	1	186160	1520	US	2004			
bloody	1	3807079	60	UK	2005			
you fuckin	1	4030209	978	UK	2003			
brother	1	4938516	944	UK	2009			
summat	1	4030209	262	UK	2003			
kid	1	4030209	420	UK	2003			
dying	1	4938516	953	UK	2009			
busy bee	2	3807079	764	UK	2005	you dont have time to do something because you are busy.	https://www.urbandictionary.com/define.php?term=Busy%20bee	busy person
dear	1	3807079	415	UK	2005			
gonna	2	4938516	618	UK	2009			
shrink	2	4938516	331	UK	2009	a psychoanalyst, a psychiatrist.	https://greensdictofslang.com/entry/pqswwsq	psychiatrist
fucking	2	4629499	572	UK	2012	implying a variety of negatives, e.g. vile, despicable, unpleasant, corrupt, dirty.	https://greensdictofslang.com/entry/x57x77i	bad
fuck	1	4030209	541	UK	2003			
drop the cash	1	4629499	600	UK	2012			
kind of	1	4030209	1168	UK	2003			
lovin'	1	7039857	1724	UK	2016			
fucking mug	2	4629499	36	UK	2012			
slagging	1	7039857	397	UK	2016			
fuck	1	4629499	914	UK	2012			
gonna	2	4629499	1266	UK	2012			
bloody	2	7039857	1602	UK	2016	a general negative adj., abominable or terrible; esp. in the uk and aus., where it is so widespread as to be termed the great australian adjective.	https://greensdictofslang.com/entry/k5ukyhq	damn
knock it	1	6910409	288	UK	2014			
rubbed up	1	6910409	394	UK	2014			
cock	2	4629499	849	UK	2012	the penis.	https://greensdictofslang.com/entry/3rvitbi	penis
gonna	1	4629499	624	UK	2012			
his bad side	1	4629499	536	UK	2012			
o'	2	5151994	109	UK	2008	"short for ""of""."	https://www.urbandictionary.com/define.php?term=o%27	of
fuck off	1	4398890	339	UK	2011			
english rose	1	5814259	712	UK	2014			
fuck	2	5151994	315	UK	2008	an act of copulation.	https://greensdictofslang.com/entry/3yrhsey	copulation
ugh	1	5814259	803	UK	2014			
lookin'	2	5151994	376	UK	2008			
guy	1	5814259	828	UK	2014			
bagged	1	4398890	41	UK	2011			
dusky	1	5814259	1448	UK	2014			
